"","id","DateTime","lat","lon","alt","HDOP","temp","qi","pTime","sTime","pDist","sDist","pSpeed","sSpeed"
"224",45505,2020-09-20 20:59:02,-45.77713,170.59945,287.69,1.4,26.5,8,3.00111111111111,6.00027777777778,1.31531337469829,0.566228050875405,0.438275467318942,0.0943669729712262
"225",45505,2020-09-21 02:59:03,-45.78201,170.59736,392.29,2.4,30.5,5,6.00027777777778,1.00027777777778,0.566228050875405,0.495185221751962,0.0943669729712262,0.495047708499601
"226",45505,2020-09-21 03:59:04,-45.77875,170.59302,301.29,1.5,28.5,6,1.00027777777778,0.998055555555556,0.495185221751962,0.846361491365378,0.495047708499601,0.848010400477418
"227",45505,2020-09-21 04:58:57,-45.77428,170.60183,293.18,1.4,28,8,0.998055555555556,1.00027777777778,0.846361491365378,0.865923522760297,0.848010400477418,0.865683055244951
"228",45505,2020-09-21 05:58:58,-45.77192,170.59122,229.17,1.3,25.5,6,1.00027777777778,1.00138888888889,0.865923522760297,0.806753429111544,0.865683055244951,0.80563449231666
"229",45505,2020-09-21 06:59:03,-45.77664,170.58334,285.33,5.7,25,5,1.00138888888889,0.999444444444444,0.806753429111544,0.298881466537995,0.80563449231666,0.299047604095826
"230",45505,2020-09-21 07:59:01,-45.77788,170.58675,285.33,9.2,30,4,0.999444444444444,1.00138888888889,0.298881466537995,0.180925095263127,0.299047604095826,0.180674158931278
"231",45505,2020-09-21 08:59:06,-45.77776,170.58907,285.34,2.5,35.5,3,1.00138888888889,0.9975,0.180925095263127,0.464499967473307,0.180674158931278,0.465664127792789
"232",45505,2020-09-21 09:58:57,-45.77649,170.58338,285.63,1.6,30,6,0.9975,1,0.464499967473307,0.014636277083132,0.465664127792789,0.014636277083132
"233",45505,2020-09-21 10:58:57,-45.77636,170.58341,296.36,1.6,28,6,1,1.00166666666667,0.014636277083132,0.0100334146688196,0.014636277083132,0.0100167201352608
"234",45505,2020-09-21 11:59:03,-45.77627,170.5834,307.52,1.5,28,5,1.00166666666667,0.998055555555556,0.0100334146688196,0.0106463735412492,0.0100167201352608,0.0106671151540487
"235",45505,2020-09-21 12:58:56,-45.7763,170.58353,327.57,1.8,31,5,0.998055555555556,1.00027777777778,0.0106463735412492,0.0365910854881351,0.0106671151540487,0.0365809241203239
"236",45505,2020-09-21 13:58:57,-45.77652,170.58318,304.58,1.5,34.5,6,1.00027777777778,1.00138888888889,0.0365910854881351,0.00382356836643919,0.0365809241203239,0.00381826522029988
"237",45505,2020-09-21 14:59:02,-45.7765,170.58322,301.84,1.9,30,6,1.00138888888889,0.999444444444444,0.00382356836643919,0.832178642516834,0.00381826522029988,0.83264122097293
"238",45505,2020-09-21 15:59:00,-45.77874,170.59343,347.96,2.3,31,5,0.999444444444444,1.00027777777778,0.832178642516834,0.053066183414142,0.83264122097293,0.0530514469011139
"239",45505,2020-09-21 16:59:01,-45.77827,170.59355,361.28,5,28,5,1.00027777777778,0.998611111111111,0.053066183414142,0.288573949924235,0.0530514469011139,0.288975304513837
"240",45505,2020-09-21 17:58:56,-45.77884,170.59717,349.06,1,26.5,8,0.998611111111111,1,0.288573949924235,0.493625506490862,0.288975304513837,0.493625506490862
"241",45505,2020-09-21 18:58:56,-45.77446,170.59612,206.3,1,26,8,1,1.00166666666667,0.493625506490862,0.148693074178173,0.493625506490862,0.148445664736945
"242",45505,2020-09-21 19:59:02,-45.77549,170.5949,223.98,2,27.5,5,1.00166666666667,0.999722222222222,0.148693074178173,0.0923338761951989,0.148445664736945,0.0923595316206491
"243",45505,2020-09-21 20:59:01,-45.77466,170.59485,223.36,1.6,28,5,0.999722222222222,0.998888888888889,0.0923338761951989,0.475707127537082,0.0923595316206491,0.476236278958146
"244",45505,2020-09-21 21:58:57,-45.77623,170.60054,301.28,1,27,8,0.998888888888889,1.00027777777778,0.475707127537082,0.322776654734307,0.476236278958146,0.322687019451127
"245",45505,2020-09-21 22:58:58,-45.77345,170.60174,298.69,1.2,28.5,7,1.00027777777778,0.999444444444444,0.322776654734307,0.943546730743141,0.322687019451127,0.944071214751336
"246",45505,2020-09-21 23:58:56,-45.78177,170.59933,405.43,1.2,28.5,7,0.999444444444444,1,0.943546730743141,0.619360714069117,0.944071214751336,0.619360714069117
"247",45505,2020-09-22 00:58:56,-45.77627,170.60061,311.16,2.2,28,6,1,0.999722222222222,0.619360714069117,0.706685358420332,0.619360714069117,0.706881714452124
"248",45505,2020-09-22 01:58:55,-45.78255,170.59919,430.8,2,28.5,8,0.999722222222222,1.00138888888889,0.706685358420332,0.759600706986514,0.706881714452124,0.758547169251443
"249",45505,2020-09-22 02:59:00,-45.78062,170.58982,413.42,2,30,7,1.00138888888889,1.00027777777778,0.759600706986514,0.133613932278446,0.758547169251443,0.133576827604111
"250",45505,2020-09-22 03:59:01,-45.781,170.58819,412.93,1.3,29.5,7,1.00027777777778,0.998611111111111,0.133613932278446,0.447252494125886,0.133576827604111,0.447874542101026
"251",45505,2020-09-22 04:58:56,-45.78052,170.58248,368.32,2.2,27.5,6,0.998611111111111,1.00138888888889,0.447252494125886,0.610245955244056,0.447874542101026,0.609399566956616
"252",45505,2020-09-22 05:59:01,-45.78029,170.59032,368.34,2,28.5,3,1.00138888888889,0.998055555555556,0.610245955244056,0.196299306617932,0.609399566956616,0.196681743341095
"253",45505,2020-09-22 06:58:54,-45.77853,170.59053,375.12,1.1,27.5,7,0.998055555555556,1.00194444444444,0.196299306617932,0.668810418963123,0.196681743341095,0.667512478033613
"254",45505,2020-09-22 07:59:01,-45.77661,170.58238,293.91,2.8,35,5,1.00194444444444,0.998888888888889,0.668810418963123,0.0220019683341124,0.667512478033613,0.0220264421587332
"255",45505,2020-09-22 08:58:57,-45.77647,170.58258,287.86,1.7,33.5,6,0.998888888888889,0.999166666666667,0.0220019683341124,0.0149632483750651,0.0220264421587332,0.0149757281485222
"256",45505,2020-09-22 09:58:54,-45.7766,170.58263,272.52,1.2,29.5,6,0.999166666666667,1.00166666666667,0.0149632483750651,0.0101715871510408,0.0149757281485222,0.0101546627131855
"257",45505,2020-09-22 10:59:00,-45.77661,170.58276,272.39,2.2,34.5,5,1.00166666666667,0.998611111111111,0.0101715871510408,0.0204944311802648,0.0101546627131855,0.0205229352570106
"258",45505,2020-09-22 11:58:55,-45.77658,170.5825,304.29,4.3,31.5,5,0.998611111111111,1.00027777777778,0.0204944311802648,0.0741452682497421,0.0205229352570106,0.0741246780613917
"259",45505,2020-09-22 12:58:56,-45.77636,170.5834,307.64,1.5,31.5,6,1.00027777777778,1.00027777777778,0.0741452682497421,0.00684782334347466,0.0741246780613917,0.00684592169855839
"260",45505,2020-09-22 13:58:57,-45.77642,170.58338,273.54,1.3,32.5,6,1.00027777777778,1.00027777777778,0.00684782334347466,0.839660388041627,0.00684592169855839,0.839427213815567
"261",45505,2020-09-22 14:58:58,-45.77918,170.59343,273.59,5.2,30.5,4,1.00027777777778,0.998888888888889,0.839660388041627,0.0400052260767013,0.839427213815567,0.0400497257720035
"262",45505,2020-09-22 15:58:54,-45.77953,170.59331,274.55,2.5,31.5,5,0.998888888888889,1,0.0400052260767013,0.0644699540519393,0.0400497257720035,0.0644699540519393
"263",45505,2020-09-22 16:58:54,-45.77895,170.5933,348.02,1.4,30.5,7,1,0.999722222222222,0.0644699540519393,0.659701013874894,0.0644699540519393,0.659884315073525
"264",45505,2020-09-22 17:58:53,-45.77967,170.60172,339.62,2.7,25,7,0.999722222222222,3.00166666666667,0.659701013874894,0.60459134168422,0.659884315073525,0.201418548034721
"265",45505,2020-09-22 20:58:59,-45.77501,170.59771,339.65,6.7,27,4,3.00166666666667,0.998611111111111,0.60459134168422,0.206322043116607,0.201418548034721,0.206609000061137
"266",45505,2020-09-22 21:58:54,-45.77455,170.60028,283.29,2.7,29.5,5,0.998611111111111,2.00138888888889,0.206322043116607,0.330983723576249,0.206609000061137,0.165377016637682
"267",45505,2020-09-22 23:58:59,-45.77739,170.599,283.3,20.4,30.5,4,2.00138888888889,1,0.330983723576249,0.178568811192638,0.165377016637682,0.178568811192638
"268",45505,2020-09-23 00:58:59,-45.7778,170.59678,282.82,2.3,30,5,1,0.998333333333333,0.178568811192638,0.0047101254723058,0.178568811192638,0.00471798878695072
"269",45505,2020-09-23 01:58:53,-45.77784,170.5968,263.44,1.3,27.5,6,0.998333333333333,1.00083333333333,0.0047101254723058,0.00577092402704253,0.00471798878695072,0.00576611892793592
"270",45505,2020-09-23 02:58:56,-45.77789,170.59678,263.44,8.9,28,4,1.00083333333333,1.00083333333333,0.00577092402704253,0.309076368388738,0.00576611892793592,0.308819019206066
"271",45505,2020-09-23 03:58:59,-45.77914,170.59323,263.44,2.3,28,3,1.00083333333333,0.999722222222222,0.309076368388738,0.0466045990113544,0.308819019206066,0.046617548330335
"272",45505,2020-09-23 04:58:58,-45.77879,170.5929,285.53,2.6,31,5,0.999722222222222,0.999722222222222,0.0466045990113544,0.0259056501549575,0.046617548330335,0.0259128481683376
"273",45505,2020-09-23 05:58:57,-45.77857,170.59301,333.9,1.5,27.5,7,0.999722222222222,0.999722222222222,0.0259056501549575,0.0916533597164038,0.0259128481683376,0.0916788260569752
"274",45505,2020-09-23 06:58:56,-45.77931,170.59353,334.13,5.9,26,5,0.999722222222222,1.00055555555556,0.0916533597164038,0.0452485395552552,0.0916788260569752,0.0452234154355688
"275",45505,2020-09-23 07:58:58,-45.77897,170.59321,348.74,1.7,34.5,6,1.00055555555556,1,0.0452485395552552,0.880094930160639,0.0452234154355688,0.880094930160639
"276",45505,2020-09-23 08:58:58,-45.776,170.58272,348.81,5.3,28,4,1,0.998888888888889,0.880094930160639,0.078647995030798,0.880094930160639,0.0787354788962383
"277",45505,2020-09-23 09:58:54,-45.77653,170.58339,283.57,1.2,27,7,0.998888888888889,0.999166666666667,0.078647995030798,0.00367937960797812,0.0787354788962383,0.00368244831490721
"278",45505,2020-09-23 10:58:51,-45.7765,170.58337,309.12,1.1,26.5,7,0.999166666666667,1.00083333333333,0.00367937960797812,0.0158456263997889,0.00368244831490721,0.0158324327058674
"279",45505,2020-09-23 11:58:54,-45.77662,170.58326,357.76,1.2,33,5,1.00083333333333,0.999444444444444,0.0158456263997889,0.0342387910926635,0.0158324327058674,0.0342578232166728
"280",45505,2020-09-23 12:58:52,-45.77663,170.5837,357.93,2.2,35.5,5,0.999444444444444,0.999722222222222,0.0342387910926635,0.0339325021302515,0.0342578232166728,0.0339419304442638
"281",45505,2020-09-23 13:58:51,-45.77648,170.58332,296.96,1.6,27.5,6,0.999722222222222,1,0.0339325021302515,0.0156381263333316,0.0339419304442638,0.0156381263333316
"282",45505,2020-09-23 14:58:51,-45.77634,170.58334,281,1.3,27,8,1,1,0.0156381263333316,0.012324717518657,0.0156381263333316,0.012324717518657
"283",45505,2020-09-23 15:58:51,-45.77645,170.58336,286.95,1.6,26.5,6,1,1.00138888888889,0.012324717518657,0.00235506856067798,0.012324717518657,0.0023518021687769
"284",45505,2020-09-23 16:58:56,-45.77643,170.58337,312.58,1.3,26,7,1.00138888888889,0.999722222222222,0.00235506856067798,0.957356599636529,0.0023518021687769,0.95762260591595
"285",45505,2020-09-23 17:58:55,-45.77939,170.59493,398.34,1.2,26,8,0.999722222222222,1,0.957356599636529,0.212464216870876,0.95762260591595,0.212464216870876
"286",45505,2020-09-23 18:58:55,-45.78129,170.59523,457.15,1.4,26,7,1,1.00055555555556,0.212464216870876,0.635871567122712,0.212464216870876,0.635518501288663
"287",45505,2020-09-23 19:58:57,-45.77578,170.59743,231.4,1.3,26.5,6,1.00055555555556,0.999722222222222,0.635871567122712,0.22966043587415,0.635518501288663,0.229724248165307
"288",45505,2020-09-23 20:58:56,-45.77784,170.5972,273.48,1.8,27,6,0.999722222222222,0.998611111111111,0.22966043587415,0.350323491860641,0.229724248165307,0.35081072898423
"289",45505,2020-09-23 21:58:51,-45.7777,170.5927,342.02,1,28,8,0.998611111111111,0.999722222222222,0.350323491860641,0.160766622320861,0.35081072898423,0.160811292124228
"290",45505,2020-09-23 22:58:50,-45.77758,170.59064,357.01,1.1,29.5,7,0.999722222222222,1.00138888888889,0.160766622320861,0.330482228808099,0.160811292124228,0.330023862332637
"291",45505,2020-09-23 23:58:55,-45.78025,170.59251,427.93,1.2,28.5,7,1.00138888888889,3.00027777777778,0.330482228808099,0.484173933659512,0.330023862332637,0.161376368963452
"292",45505,2020-09-24 02:58:56,-45.78197,170.59823,426.68,3.2,30,5,3.00027777777778,3,0.484173933659512,0.922440174059493,0.161376368963452,0.307480058019831
"293",45505,2020-09-24 05:58:56,-45.77783,170.58795,377.68,11.3,25.5,5,3,2.99805555555556,0.922440174059493,0.386673501419759,0.307480058019831,0.128974761892998
"294",45505,2020-09-24 08:58:49,-45.77651,170.58335,292.51,1.3,28,6,2.99805555555556,3,0.386673501419759,0.00860886927699992,0.128974761892998,0.00286962309233331
"295",45505,2020-09-24 11:58:49,-45.77657,170.58342,315.73,1.3,28.5,6,3,2.99972222222222,0.00860886927699992,0.668170865403695,0.00286962309233331,0.222744246268479
"296",45505,2020-09-24 14:58:48,-45.77749,170.59191,339.42,1.8,25,8,2.99972222222222,3.00138888888889,0.668170865403695,0.816038344660921,0.222744246268479,0.271886907985129
"297",45505,2020-09-24 17:58:53,-45.78034,170.58224,336.75,1.4,23.5,6,3.00138888888889,2.99833333333333,0.816038344660921,1.0702447870461,0.271886907985129,0.356946565996475
"298",45505,2020-09-24 20:58:47,-45.77374,170.59226,262.03,1.1,24.5,6,2.99833333333333,3.00055555555556,1.0702447870461,0.589793724839597,0.356946565996475,0.196561508000606
"299",45505,2020-09-24 23:58:49,-45.77776,170.59721,253.43,1.8,28,6,3.00055555555556,3.00111111111111,0.589793724839597,0.562424083250873,0.196561508000606,0.187405285052123
"300",45505,2020-09-25 02:58:53,-45.77308,170.59996,253.46,11.4,24.5,4,3.00111111111111,3,0.562424083250873,0.39906595309649,0.187405285052123,0.133021984365497
"301",45505,2020-09-25 05:58:53,-45.77667,170.60004,327.01,3.9,23,5,3,2.99972222222222,0.39906595309649,1.29793227857668,0.133021984365497,0.432684156206691
"302",45505,2020-09-25 08:58:52,-45.7763,170.58336,327.14,4,34.5,4,2.99972222222222,2.99972222222222,1.29793227857668,0.0454504823193991,0.432684156206691,0.0151515636956975
"303",45505,2020-09-25 11:58:51,-45.77625,170.58394,293.85,2.5,36,6,2.99972222222222,2.99916666666667,0.0454504823193991,0.830515811789875,0.0151515636956975,0.2769155249091
"304",45505,2020-09-25 14:58:48,-45.77889,170.59393,325.8,1.9,26,6,2.99916666666667,2.99916666666667,0.830515811789875,0.0811984599704272,0.2769155249091,0.027073673788417
"305",45505,2020-09-25 17:58:45,-45.77868,170.59293,354.95,1.3,19.5,7,2.99916666666667,12.0008333333333,0.0811984599704272,0.380402354792039,0.027073673788417,0.0316979949830183
"306",45505,2020-09-26 05:58:48,-45.78163,170.59045,468.23,10.4,25,6,12.0008333333333,3.00055555555556,0.380402354792039,0.385791132635578,0.0316979949830183,0.128573234353646
"307",45505,2020-09-26 08:58:50,-45.77876,170.59324,468.24,1.7,28.5,3,3.00055555555556,2.99916666666667,0.385791132635578,0.0357893437365283,0.128573234353646,0.0119330959943968
"308",45505,2020-09-26 11:58:47,-45.77905,170.59344,468.24,3.1,29.5,4,2.99916666666667,2.99916666666667,0.0357893437365283,0.0177951316059158,0.0119330959943968,0.00593335869049708
"309",45505,2020-09-26 14:58:44,-45.7789,170.59336,364.67,2.5,33,5,2.99916666666667,2.99944444444444,0.0177951316059158,0.822562816227611,0.00593335869049708,0.274238390296296
"310",45505,2020-09-26 17:58:42,-45.78628,170.59415,499.59,1.4,24,8,2.99944444444444,3.00166666666667,0.822562816227611,1.52950577567691,0.274238390296296,0.509552174017848
"311",45505,2020-09-26 20:58:48,-45.77272,170.5975,243.1,1.2,26,7,3.00166666666667,3,1.52950577567691,0.64219926538261,0.509552174017848,0.214066421794203
"312",45505,2020-09-26 23:58:48,-45.77848,170.59685,243.14,3.3,22,4,3,3,0.64219926538261,0.0526082892614322,0.214066421794203,0.0175360964204774
"313",45505,2020-09-27 02:58:48,-45.77895,170.59693,243.14,22.9,26,4,3,2.99833333333333,0.0526082892614322,0.496992845324737,0.0175360964204774,0.165756368646383
"314",45505,2020-09-27 05:58:42,-45.77527,170.5933,243.32,3.7,20.5,6,2.99833333333333,3.00138888888889,0.496992845324737,0.773989379721618,0.165756368646383,0.2578770723737
"315",45505,2020-09-27 08:58:47,-45.77718,170.58373,243.37,4,34.5,3,3.00138888888889,2.99833333333333,0.773989379721618,0.0948614785438661,0.2578770723737,0.0316380695532627
"316",45505,2020-09-27 11:58:41,-45.77633,170.58362,243.9,1.4,23,5,2.99833333333333,3,0.0948614785438661,0.810759496863893,0.0316380695532627,0.270253165621298
"317",45505,2020-09-27 14:58:41,-45.77893,170.59336,345.35,2.7,23,6,3,2.99972222222222,0.810759496863893,1.16073602123419,0.270253165621298,0.386947835581357
"318",45505,2020-09-27 17:58:40,-45.78934,170.59217,472.32,1.4,18,6,2.99972222222222,3.00138888888889,1.16073602123419,1.30769028245554,0.386947835581357,0.435695050147147
"319",45505,2020-09-27 20:58:45,-45.77763,170.59054,350.78,2.2,21,7,3.00138888888889,2.99833333333333,1.30769028245554,1.11824088797167,0.435695050147147,0.372954159412451
"320",45505,2020-09-27 23:58:39,-45.76871,170.59719,235.31,1.2,19.5,8,2.99833333333333,3.00138888888889,1.11824088797167,1.6257304933253,0.372954159412451,0.541659396202783
"321",45505,2020-09-28 02:58:44,-45.78333,170.59783,235.52,10.6,21.5,4,3.00138888888889,3.00027777777778,1.6257304933253,0.714034974329201,0.541659396202783,0.237989622033619
"322",45505,2020-09-28 05:58:45,-45.78085,170.58936,235.48,6.8,21,3,3.00027777777778,2.99972222222222,0.714034974329201,0.648674550497235,0.237989622033619,0.216244872839156
"323",45505,2020-09-28 08:58:44,-45.77669,170.58351,235.46,4.6,29.5,4,2.99972222222222,2.99944444444444,0.648674550497235,0.208506864122252,0.216244872839156,0.0695151612187541
"324",45505,2020-09-28 11:58:42,-45.77782,170.58137,308.47,25.1,34,5,2.99944444444444,2.99916666666667,0.208506864122252,0.233918935613099,0.0695151612187541,0.0779946437165099
"325",45505,2020-09-28 14:58:39,-45.77969,170.58275,320.2,2,34,6,2.99916666666667,3.00027777777778,0.233918935613099,0.389630612697033,0.0779946437165099,0.129864846376198
"326",45505,2020-09-28 17:58:40,-45.77627,170.58385,292.06,1.7,18.5,7,3.00027777777778,3.00027777777778,0.389630612697033,0.870448212752324,0.129864846376198,0.290122541052529
"327",45505,2020-09-28 20:58:41,-45.77034,170.59116,202.41,3.3,21,5,3.00027777777778,3.00055555555556,0.870448212752324,0.760384018333388,0.290122541052529,0.253414410849861
"328",45505,2020-09-28 23:58:43,-45.77716,170.59039,379.03,12.9,18.5,5,3.00055555555556,2.99972222222222,0.760384018333388,0.408847653529748,0.253414410849861,0.136295171099832
"329",45505,2020-09-29 02:58:42,-45.77905,170.58588,308.56,10,29.5,5,2.99972222222222,3,0.408847653529748,0.148941055469466,0.136295171099832,0.0496470184898218
"330",45505,2020-09-29 05:58:42,-45.77782,170.58664,324.88,1.3,18,7,3,2.99972222222222,0.148941055469466,0.277356804165489,0.0496470184898218,0.0924608292430557
"331",45505,2020-09-29 08:58:41,-45.77632,170.58379,324.88,2.1,25,4,2.99972222222222,3,0.277356804165489,0.0308485499759559,0.0924608292430557,0.0102828499919853
"332",45505,2020-09-29 11:58:41,-45.77642,170.58342,303.45,1.4,32,5,3,3,0.0308485499759559,0.0223132302782827,0.0102828499919853,0.00743774342609422
"333",45505,2020-09-29 14:58:41,-45.7763,170.58365,363.73,1.7,23.5,6,3,2.99972222222222,0.0223132302782827,0.652645833829648,0.00743774342609422,0.217568756531784
"334",45505,2020-09-29 17:58:40,-45.77791,170.59172,355.92,5.1,17.5,5,2.99972222222222,3.00027777777778,0.652645833829648,0.947201373658199,0.217568756531784,0.315704559315759
"335",45505,2020-09-29 20:58:41,-45.77482,170.60307,317.48,3.3,20.5,6,3.00027777777778,2.99972222222222,0.947201373658199,0.730023115285124,0.315704559315759,0.243363572092457
"336",45505,2020-09-29 23:58:40,-45.78088,170.59945,317.52,3.2,30.5,4,2.99972222222222,5.99861111111111,0.730023115285124,1.14642749087401,0.243363572092457,0.191115488175338
"337",45505,2020-09-30 05:58:35,-45.78103,170.58471,337.82,2,25,6,5.99861111111111,3.00111111111111,1.14642749087401,1.24025899545692,0.191115488175338,0.413266603447325
"338",45505,2020-09-30 08:58:39,-45.78274,170.60047,426.69,4,30,5,3.00111111111111,3,1.24025899545692,1.16216792158093,0.413266603447325,0.387389307193643
"339",45505,2020-09-30 11:58:39,-45.77776,170.58733,330.26,1.5,26.5,6,3,2.99833333333333,1.16216792158093,1.24045717013518,0.387389307193643,0.413715565359149
"340",45505,2020-09-30 14:58:33,-45.78219,170.60197,414.04,1.4,27.5,6,2.99833333333333,2.99944444444444,1.24045717013518,1.36645355038447,0.413715565359149,0.455568881402492
