"","id","DateTime","lat","lon","alt","HDOP","temp","qi","pTime","sTime","pDist","sDist","pSpeed","sSpeed"
"1",45505,2020-08-27 09:00:04,-45.77422,170.60089,275.4,1.3,23,6,NA,3.00138888888889,NA,0.224375028382813,NA,0.074757066374653
"2",45505,2020-08-27 12:00:09,-45.77619,170.60026,275.41,4.1,21,3,3.00138888888889,2.99805555555556,0.224375028382813,0.0195704113749004,0.074757066374653,0.00652770137585857
"3",45505,2020-08-27 15:00:02,-45.77621,170.60051,308.2,2,27,7,2.99805555555556,3.00027777777778,0.0195704113749004,0.233544978095748,0.00652770137585857,0.0778411185209419
"4",45505,2020-08-27 18:00:03,-45.77412,170.60082,288.07,1.6,28,5,3.00027777777778,6.00083333333333,0.233544978095748,0.178952193770135,0.0778411185209419,0.0298212237917182
"5",45505,2020-08-28 00:00:06,-45.77569,170.60031,288.07,13.9,27,4,6.00083333333333,3,0.178952193770135,0.231741782098369,0.0298212237917182,0.0772472606994563
"6",45505,2020-08-28 03:00:06,-45.7746,170.59777,288.07,217.6,26.5,4,3,3,0.231741782098369,0.247739186051822,0.0772472606994563,0.0825797286839406
"7",45505,2020-08-28 06:00:06,-45.77432,170.60093,277.36,1.4,28,6,3,2.99972222222222,0.247739186051822,0.105717670323012,0.0825797286839406,0.035242486634211
"8",45505,2020-08-28 09:00:05,-45.77464,170.59965,277.37,11.8,33.5,4,2.99972222222222,3,0.105717670323012,0.0396408454566755,0.035242486634211,0.0132136151522252
"9",45505,2020-08-28 12:00:05,-45.77482,170.60009,267.46,2.6,35,6,3,2.99916666666667,0.0396408454566755,0.153901321048384,0.0132136151522252,0.0513146944312479
"10",45505,2020-08-28 15:00:02,-45.77617,170.60053,294.95,2,24,6,2.99916666666667,2.99916666666667,0.153901321048384,0.221617594148898,0.0513146944312479,0.0738930572321973
"11",45505,2020-08-28 17:59:59,-45.7742,170.60097,288.26,4.2,36,6,2.99916666666667,3.00138888888889,0.221617594148898,0.0638165300158886,0.0738930572321973,0.021262332999278
"12",45505,2020-08-28 21:00:04,-45.77418,170.60015,288.26,2.4,27,3,3.00138888888889,3,0.0638165300158886,0.18113272912861,0.021262332999278,0.0603775763762034
"13",45505,2020-08-29 00:00:04,-45.77297,170.60171,288.26,6.1,29.5,3,3,2.99972222222222,0.18113272912861,0.132285384875458,0.0603775763762034,0.0440992115521481
"14",45505,2020-08-29 03:00:03,-45.77416,170.60174,297.18,2,31,6,2.99972222222222,2.99805555555556,0.132285384875458,0.2336949255323,0.0440992115521481,0.0779488309011656
"15",45505,2020-08-29 05:59:56,-45.77615,170.60077,307.01,1.2,29.5,6,2.99805555555556,3.00166666666667,0.2336949255323,0.155700917518239,0.0779488309011656,0.0518714883458874
"16",45505,2020-08-29 09:00:02,-45.77475,170.6007,307.01,6.4,37,4,3.00166666666667,2.99861111111111,0.155700917518239,0.0371495795099294,0.0518714883458874,0.0123889287851548
"17",45505,2020-08-29 11:59:57,-45.77466,170.60116,307.31,3.3,32.5,5,2.99861111111111,2.99972222222222,0.0371495795099294,0.0814461041540872,0.0123889287851548,0.0271512153861204
"18",45505,2020-08-29 14:59:56,-45.77431,170.60024,273.18,6.5,36.5,5,2.99972222222222,3.00138888888889,0.0814461041540872,0.122969023761723,0.0271512153861204,0.0409707066674877
"19",45505,2020-08-29 18:00:01,-45.77435,170.60182,279.28,11.3,34,5,3.00138888888889,5.99972222222222,0.122969023761723,0.113380529340058,0.0409707066674877,0.0188976297802773
"20",45505,2020-08-30 00:00:00,-45.77537,170.60184,279.28,6.7,30.5,4,5.99972222222222,2.99972222222222,0.113380529340058,0.174467480021908,0.0188976297802773,0.0581612119713742
"21",45505,2020-08-30 02:59:59,-45.77385,170.60128,279.28,7.2,31,4,2.99972222222222,2.99916666666667,0.174467480021908,0.0775041238166527,0.0581612119713742,0.0258418862406177
"22",45505,2020-08-30 05:59:56,-45.77419,170.60041,257.93,1.4,30.5,7,2.99916666666667,3.00083333333333,0.0775041238166527,0.0479618166523224,0.0258418862406177,0.0159828325417348
"23",45505,2020-08-30 08:59:59,-45.77455,170.60075,257.93,6.4,32.5,3,3.00083333333333,3,0.0479618166523224,0.0443407108098494,0.0159828325417348,0.0147802369366165
"24",45505,2020-08-30 11:59:59,-45.77416,170.60063,253.63,1,30.5,6,3,2.99833333333333,0.0443407108098494,0.00406973323148665,0.0147802369366165,0.00135733181706058
"25",45505,2020-08-30 14:59:53,-45.77413,170.60066,258.31,3.6,33.5,5,2.99833333333333,3,0.00406973323148665,0.0070652353262567,0.00135733181706058,0.00235507844208557
"26",45505,2020-08-30 17:59:53,-45.77407,170.60063,274.35,3.5,34,6,3,12.0005555555556,0.0070652353262567,0.0431373384860757,0.00235507844208557,0.00359461178996048
"27",45505,2020-08-31 05:59:55,-45.77412,170.60008,274.35,4.4,31,4,12.0005555555556,2.99972222222222,0.0431373384860757,0.0359328891412725,0.00359461178996048,0.0119787388562442
"28",45505,2020-08-31 08:59:54,-45.77409,170.60054,271.85,2.8,35.5,6,2.99972222222222,2.99861111111111,0.0359328891412725,0.0242449546944253,0.0119787388562442,0.00808539480314321
"29",45505,2020-08-31 11:59:49,-45.77417,170.60083,286.41,1.7,26,7,2.99861111111111,6,0.0242449546944253,0.0194444588311031,0.00808539480314321,0.00324074313851718
"30",45505,2020-08-31 17:59:49,-45.77417,170.60058,271.89,1.3,27,7,6,6.00111111111111,0.0194444588311031,0.214089856320467,0.00324074313851718,0.0356750362318868
"31",45505,2020-08-31 23:59:53,-45.77604,170.60124,304.23,1.6,25.5,6,6.00111111111111,2.99944444444444,0.214089856320467,0.248384340100098,0.0356750362318868,0.0828101152398918
"32",45505,2020-09-01 02:59:51,-45.7739,170.60032,283.79,11.4,29,5,2.99944444444444,2.99861111111111,0.248384340100098,0.103413434366781,0.0828101152398918,0.0344871110440401
"33",45505,2020-09-01 05:59:46,-45.77483,170.60028,271.02,1.3,28,7,2.99861111111111,3,0.103413434366781,0.0539144774682967,0.0344871110440401,0.0179714924894322
"34",45505,2020-09-01 08:59:46,-45.77435,170.60038,271.24,2.7,29.5,6,3,2.99972222222222,0.0539144774682967,0.136956615877811,0.0179714924894322,0.0456564327400797
"35",45505,2020-09-01 11:59:45,-45.77555,170.59998,294.26,1.7,25,6,2.99972222222222,3.00166666666667,0.136956615877811,0.14792101128644,0.0456564327400797,0.0492796261920398
"36",45505,2020-09-01 14:59:51,-45.77449,170.60113,294.26,10.9,35.5,3,3.00166666666667,2.99944444444444,0.14792101128644,0.0381386846420021,0.0492796261920398,0.0127152495565112
"37",45505,2020-09-01 17:59:49,-45.77423,170.60081,292.95,1.9,28.5,6,2.99944444444444,3,0.0381386846420021,0.0351584527565117,0.0127152495565112,0.0117194842521706
"38",45505,2020-09-01 20:59:49,-45.77426,170.60036,259.7,1.3,27,7,3,8.99916666666667,0.0351584527565117,0.237477777536634,0.0117194842521706,0.0263888631395463
"39",45505,2020-09-02 05:59:46,-45.77638,170.60074,322.85,1.9,28.5,6,8.99916666666667,3.00055555555556,0.237477777536634,0.302608626661455,0.0263888631395463,0.100850866134164
"40",45505,2020-09-02 08:59:48,-45.77366,170.60057,322.85,9.7,35,4,3.00055555555556,2.99972222222222,0.302608626661455,0.0437915994634694,0.100850866134164,0.0145985515388915
"41",45505,2020-09-02 11:59:47,-45.77405,170.60049,285.41,2.5,34.5,5,2.99972222222222,3,0.0437915994634694,0.0877247816801046,0.0145985515388915,0.0292415938933682
"42",45505,2020-09-02 14:59:47,-45.77391,170.6016,285.41,8.2,28.5,3,3,2.99916666666667,0.0877247816801046,0.0730041363378176,0.0292415938933682,0.0243414736330595
"43",45505,2020-09-02 17:59:44,-45.77437,170.60093,271.56,4.5,31,6,2.99916666666667,3.00055555555556,0.0730041363378176,0.12676673254995,0.0243414736330595,0.0422477538585282
"44",45505,2020-09-02 20:59:46,-45.77341,170.60181,271.57,2.3,30,4,3.00055555555556,2.99805555555556,0.12676673254995,0.27900934144063,0.0422477538585282,0.0930634327051114
"45",45505,2020-09-02 23:59:39,-45.77547,170.59976,263.8,2.5,31,6,2.99805555555556,3.00166666666667,0.27900934144063,0.261285504093262,0.0930634327051114,0.0870468086929247
"46",45505,2020-09-03 02:59:45,-45.77375,170.60205,294.58,2.1,30.5,6,3.00166666666667,2.99888888888889,0.261285504093262,0.185973434015515,0.0870468086929247,0.0620141128617873
"47",45505,2020-09-03 05:59:41,-45.77541,170.60175,287.12,1.3,30,7,2.99888888888889,3.00111111111111,0.185973434015515,0.162892147102588,0.0620141128617873,0.0542772796713547
"48",45505,2020-09-03 08:59:45,-45.77413,170.60073,287.12,3.4,36.5,4,3.00111111111111,5.99944444444444,0.162892147102588,0.0671833073072936,0.0542772796713547,0.0111982547599897
"49",45505,2020-09-03 14:59:43,-45.77394,170.60155,287.12,4.1,32.5,4,5.99944444444444,3,0.0671833073072936,0.00367940867530485,0.0111982547599897,0.00122646955843495
"50",45505,2020-09-03 17:59:43,-45.77391,170.60157,279.9,1.5,26.5,5,3,3,0.00367940867530485,0.259998882713476,0.00122646955843495,0.0866662942378254
"51",45505,2020-09-03 20:59:43,-45.77605,170.60022,280.2,1.6,29.5,5,3,3,0.259998882713476,0.143034234496867,0.0866662942378254,0.0476780781656222
"52",45505,2020-09-03 23:59:43,-45.77492,170.6011,280.2,2.1,31,4,3,5.99944444444444,0.143034234496867,0.118881297932676,0.0476780781656222,0.0198153844132621
"53",45505,2020-09-04 05:59:41,-45.7739,170.60156,280.21,6.9,31,4,5.99944444444444,2.99916666666667,0.118881297932676,0.313539213323012,0.0198153844132621,0.104542110582832
"54",45505,2020-09-04 08:59:38,-45.77554,170.59828,280.2,27.9,32,4,2.99916666666667,3.00083333333333,0.313539213323012,0.258095863072866,0.104542110582832,0.0860080632289474
"55",45505,2020-09-04 11:59:41,-45.77419,170.60098,279.19,1.9,34.5,5,3.00083333333333,2.99888888888889,0.258095863072866,0.0273128480455954,0.0860080632289474,0.00910765588774948
"56",45505,2020-09-04 14:59:37,-45.77417,170.60063,279.75,2.2,31,5,2.99888888888889,3.00027777777778,0.0273128480455954,0.0134381748453529,0.00910765588774948,0.00447897689503476
"57",45505,2020-09-04 17:59:38,-45.77411,170.60048,280.52,1.9,31,5,3.00027777777778,3.00027777777778,0.0134381748453529,0.21104754129919,0.00447897689503476,0.0703426672231353
"58",45505,2020-09-04 20:59:39,-45.77537,170.60251,281.05,1.4,31,5,3.00027777777778,5.99972222222222,0.21104754129919,0.214827468907233,0.0703426672231353,0.0358062358473095
"59",45505,2020-09-05 02:59:38,-45.77422,170.60029,281.05,26.1,31,4,5.99972222222222,2.99861111111111,0.214827468907233,0.103800203247056,0.0358062358473095,0.0346160937183326
"60",45505,2020-09-05 05:59:33,-45.77513,170.59999,273.31,4.1,31,6,2.99861111111111,3.00111111111111,0.103800203247056,0.1248090725206,0.0346160937183326,0.0415876213508109
"61",45505,2020-09-05 08:59:37,-45.77413,170.60072,274.15,1.9,36,6,3.00111111111111,3,0.1248090725206,0.00725685251711406,0.0415876213508109,0.00241895083903802
"62",45505,2020-09-05 11:59:37,-45.77418,170.60078,285.6,1.8,36,6,3,2.99972222222222,0.00725685251711406,0.0159664980786775,0.00241895083903802,0.00532265886500961
"63",45505,2020-09-05 14:59:36,-45.77409,170.60062,285.6,3.9,30,4,2.99972222222222,2.99861111111111,0.0159664980786775,0.00671401702687627,0.00532265886500961,0.0022390422692686
"64",45505,2020-09-05 17:59:31,-45.77415,170.60063,281.8,1.3,29,6,2.99861111111111,2.99972222222222,0.00671401702687627,0.195097219950821,0.0022390422692686,0.0650384287270077
"65",45505,2020-09-05 20:59:30,-45.77494,170.60287,314.85,1.3,30,6,2.99972222222222,3.00111111111111,0.195097219950821,0.200272879700392,0.0650384287270077,0.0667329106739552
"66",45505,2020-09-05 23:59:34,-45.77397,170.6007,306.84,1.9,30,5,3.00111111111111,3,0.200272879700392,0.0469143792871482,0.0667329106739552,0.0156381264290494
"67",45505,2020-09-06 02:59:34,-45.77439,170.60076,306.93,2.7,31.5,5,3,3,0.0469143792871482,0.204658188462255,0.0156381264290494,0.068219396154085
"68",45505,2020-09-06 05:59:34,-45.77623,170.60066,301.56,1.8,29.5,7,3,3,0.204658188462255,0.269263268996,0.068219396154085,0.0897544229986667
"69",45505,2020-09-06 08:59:34,-45.77381,170.6005,244.19,2,30,5,3,2.99972222222222,0.269263268996,0.0358962425212736,0.0897544229986667,0.0119665221850713
"70",45505,2020-09-06 11:59:33,-45.77409,170.60073,247.1,2.4,34.5,5,2.99972222222222,2.99833333333333,0.0358962425212736,0.0342790462161821,0.0119665221850713,0.0114327002388601
"71",45505,2020-09-06 14:59:27,-45.7738,170.60088,246.9,3.5,29,5,2.99833333333333,3,0.0342790462161821,0.265556732690273,0.0114327002388601,0.0885189108967575
"72",45505,2020-09-06 17:59:27,-45.77618,170.60058,287.4,1.3,25.5,6,3,3.00138888888889,0.265556732690273,0.223569077679411,0.0885189108967575,0.0744885404577397
